C 6;Tetas;Cutit;mec;BOM100;buc;2;;;;
C 6;Tetas;Cutit EndCutter;mec;;buc;2;;;;
C 6;Tetas;Encoder;electric;S48-8-0500ZT;buc;1;;;;
C 6;Tetas;Encoder;electric;S48-8-0100ZT;buc;1;;;;
C 6;Tetas;Inverter;electric;LS IG5A;buc;1;;;;
C 6;Tetas;Perii cilindrice motor ascutire;electric;fi 6 x 20 mm;buc;14;placa port cutit;;;
C 6;Tetas;Perii dreptunghiulare motor ascutire;electric;8x10x20;buc;6;motor;;;
C 6;Tetas;Piatra ascutire;mec;;buc;12;;;;
C 6;Tetas;Piatra ascutire cu brat;mec;;buc;1;;;;
C 6;Tetas;Potentiometru;electric;10 kOhm;buc;5;;;;
C 6;Tetas;Releu;electric;G2R-1;buc;2;;;;
C 6;Tetas;Rola carucior;mec;fi 40 x 32 mm;buc;3;;;;
C 6;Tetas;Rola carucior (de sus);mec;fi 28 x 15 mm;buc;13;;;;
C 6;Tetas;Sensor home;electric;DW-AD-623-M12-120;buc;2;CONTRINEX;;;
C 6;Tetas;Sensor margine;electric;PRK 3B/66.1-S8;buc;6;Leuze electronic;;;
C 6;Tetas;Sina de Cu;electric;latime 12 mm;buc;4;;;;
C 6;Tetas;suport contracutit model vechi;electric;;buc;2;;;;
C 6;Tetas;Suport perii alimentare placa port cutit;electric;fi 40 x 32 mm;buc;1;;;;
C 6;Tetas;Surub miscare cuva;mec;;buc;1;;;;
E 8;Tetas;Convertizor;electric;ACS355-01E-07A5-2;buc;1;ABB;;;
B 9;YIN;Adaptor pneumatic;mec;ϕ8 -> 2 X ϕ6;buc;1;;;;
B 9;YIN;Adaptor soc absorber;mec;OP-010SB;buc;5;cu cel de deasupra la ascutire;;;
B 9;YIN;Amortizor;mec;FA-0805SB1-S;buc;1;;;;
B 9;YIN;Amortizor tren rulare cap;mec;SMC RBC 1006;buc;11;;;;
B 9;YIN;Ansamblu detentor, filtru,electroventil,manometru;mec;;buc;1;;;;
B 2;YIN;Arc placa sustinere placa presare;mec;;buc;12;;;;
D 8;YIN;Arcuri presa drill;mec;ϕ13 X 150;buc;17;;;;
D 8;YIN;Arcuri presa drill;mec;NG08-03-03;buc;10;;;;
D 8;YIN;Ax excentric axa C;mec;ϕ50x125;buc;4;;;;
D 8;YIN;Ax excentric axa C;mec;ϕ47;buc;4;;;;
A 5;YIN;Ax interior rulment ace titan;mec;;buc;33;;;;
B 8;YIN;Ax piatra ascutire  cutter 7;mec;NF08-04-06;buc;4;;;;
D 8;YIN;Ax piatra ascutire cutter 5;mec;ϕ25 / lung 75;buc;4;;;;
D 8;YIN;Ax roata curea antivibratie;mec;ϕ40X34;buc;1;;;;
D 8;YIN;Ax roata curea antivibratie;mec;ϕ40X62;buc;1;;;;
D 9;YIN;Banda alba textila lateral conveior;mec;60X2500;buc;1;;;;
D 9;YIN;Banda autoadeziva burete;mec;4 m;buc;3;;;;
B 9;YIN;Banda magnetica pt. sensori pe pistoane pneumatice;mec;BMA2-025;buc;5;;;;
B 9;YIN;Banda magnetica pt. sensori pe pistoane pneumatice;mec;BMA2-032;buc;2;;;;
A 5;YIN;Biela titan;mec;;buc;8;;;;
A 1;YIN;Brat basculare valva reducere vacumare;mec;;buc;3;;;;
B 5;YIN;Bucsa alama culisare tije platou;mec;ϕ 12X15;buc;4;;;;
A 1;YIN;Bucsa valva reducere vacumare;mec;;buc;6;;;;
B 2;YIN;Burghiu drill;mec;lung 240 mm;buc;14;;;;
B 2;YIN;Burghiu drill;mec;lung 500 mm;buc;25;;;;
C 8;YIN;Buton Avarie cu led;electric;AR22V2L;buc;9;;;;
C 8;YIN;Buton Avarie fara led;electric;LAY37(PBC);buc;1;;;;
C 8;YIN;Buton Avarie fara led;electric;LAS0;buc;5;ONPOW;;;
C 8;YIN;Buton Avarie Schneider;electric;XB4 BS8442;buc;2;;;;
B 7;YIN;Buton comanda transport cutter pe sine;electric;;buc;1;;;;
C 8;YIN;Buton metalic CUTTING;electric;LAS 1 series;buc;10;ONPOW;;;
C 8;YIN;Buton metalic SHIFT;electric;LAS 1 series;buc;4;ONPOW;;;
C 8;YIN;Buton metalic START;electric;LAS 1 series;buc;5;ONPOW;;;
C 8;YIN;Buton metalic STOP;electric;LAS 1 series;buc;2;ONPOW;;;
C 8;YIN;Buton metalic Δ;electric;LAS 1 series;buc;10;ONPOW;;;
A 7;YIN;Cablu panglica;electric;50X28AWG;rola;2;YIN PC->placa transfer;;;
